민원ID,접수일,부서,민원유형,행정동,접수채널,연령대,처리상태,처리일,처리일수,만족도,재민원여부,민원인연락처,민원내용요약
C00668,2026-07-04,청소행정과,쓰레기 무단투기,바다동,국민신문고,40대,완료,2026-07-13,9,,N,010-2072-8806,상습 투기 지점 방치
C00666,2026-07-16,환경관리과,악취,라온동,앱,40대,보류,,,,N,010-4332-7509,음식물 쓰레기 악취
C00623,2026년 06월 25일,복지정책과,복지 상담,다솜동,전화,60대 이상,완료,2026년 07월 02일,7,2,N,010-4175-1930,지원금 신청 문의
C00308,2026년 02월 28일,복지정책과,복지 상담,라온동,전화,60대 이상,완료,2026년 03월 03일,3,,Y,010-9116-2124,지원금 신청 문의
C00446,2026/04/01,청소행정과,쓰레기 무단투기,새벽동,홈페이지,50대,완료,2026/04/09,8,,N,010-9822-7565,상습 투기 지점 방치
C00409,2026-03-30,건축과,건축 인허가,새벽동,국민신문고,40대,완료,2026-04-08,9,3,N,010-5796-9481,허가 처리 지연 문의
C00278,2026/01/11,도로교통과,불법주정차,라온동,국민신문고,50대,완료,2026/01/13,2,4,N,010-7793-4944,이면도로 상시 주차
C00749,2026년 08월 20일,청소행정과,쓰레기 무단투기,다솜동,홈페이지,30대,처리중,,,,N,010-8902-4640,상습 투기 지점 방치
C00425,2026/03/13,건축과,건축 인허가,다솜동,앱,50대,완료,2026/03/24,11,4,N,010-2710-4526,허가 처리 지연 문의
C00324,2026-02-03,도로교통과,도로파손,다솜동,전화,40대,완료,2026-02-04,1,4,Y,010-6253-2904,포트홀 발생
C00761,2026/08/08,청소행정과,쓰레기 무단투기,다솜동,전화,60대 이상,완료,2026/08/18,10,3,N,010-9487-8614,상습 투기 지점 방치
C00144,2025-11-16,도로교통과,불법주정차,새벽동,국민신문고,20대 이하,완료,2025-11-18,2,5,N,010-4176-7529,이면도로 상시 주차
C00401,2026-03-03,복지정책과,복지 상담,,전화,60대 이상,완료,2026-03-08,5,4,N,010-2910-6323,지원금 신청 문의
C00016,2025-09-14,도로교통과,불법주정차,가온동,전화,20대 이하,완료,2025-10-07,23,,N,010-6073-8858,이면도로 상시 주차
C00627,2026-06-10,도로교통과,불법주정차,,홈페이지,50대,완료,2026-06-20,10,,N,010-8314-8105,이면도로 상시 주차
C00459,2026-04-06,청소행정과,쓰레기 무단투기,,국민신문고,20대 이하,완료,2026-04-11,5,4,N,010-6984-9272,상습 투기 지점 방치
C00105,2025년 10월 12일,환경관리과,공원 관리,가온동,국민신문고,50대,처리중,,,,N,010-6239-3352,시설물 파손
C00757,2026-08-28,청소행정과,쓰레기 무단투기,가온동,전화,40대,처리중,,,,N,010-2364-7368,상습 투기 지점 방치
C00217,2025년 12월 31일,환경관리과,공원 관리,다솜동,국민신문고,60대 이상,완료,2026년 01월 09일,9,3,N,010-3346-2125,시설물 파손
C00601,2026.06.18,주민생활지원과,기타,가온동,앱,40대,완료,2026.06.29,11,,N,010-7999-2981,기타 건의
C00245,2026년 01월 04일,도로교통과,도로파손,,전화,40대,처리중,,,,N,010-9944-6798,포트홀 발생
C00566,2026.06.17,복지정책과,복지 상담,마루동,전화,20대 이하,보류,,,,N,010-3942-8793,지원금 신청 문의
C00603,2026-06-13,청소행정과,쓰레기 무단투기,,앱,60대 이상,처리중,,,,N,010-4132-4111,상습 투기 지점 방치
C00102,2025-10-17,건축과,건축 인허가,마루동,홈페이지,60대 이상,완료,2025-10-28,11,4,N,010-7274-8076,허가 처리 지연 문의
C00535,2026-05-07,도로교통과,불법주정차,가온동,전화,40대,완료,2026-05-22,15,,N,010-8694-9723,이면도로 상시 주차
C00610,2026-06-12,도로교통과,불법주정차,가온동,전화,60대 이상,완료,2026-06-21,9,2,Y,010-9763-9233,이면도로 상시 주차
C00402,2026-03-09,복지정책과,복지 상담,새벽동,홈페이지,60대 이상,완료,2026-03-14,5,5,Y,010-5531-3520,지원금 신청 문의
C00266,2026년 01월 17일,복지정책과,복지 상담,가온동,국민신문고,60대 이상,완료,2026년 01월 25일,8,5,N,010-8179-8700,지원금 신청 문의
C00638,2026-07-25,도로교통과,불법주정차,새벽동,전화,50대,완료,2026-07-31,6,,N,010-6624-2632,이면도로 상시 주차
C00396,2026-03-17,환경관리과,소음,새벽동,국민신문고,20대 이하,완료,2026-03-26,-3,,N,010-5635-8391,야간 공사 소음
C00152,2025/11/24,환경관리과,소음,나래동,앱,50대,완료,2025/12/03,9,5,Y,010-5668-9762,야간 공사 소음
C00444,2026-04-17,복지정책과,복지 상담,마루동,전화,40대,완료,2026-04-22,5,,N,010-4702-5079,지원금 신청 문의
C00416,2026-03-23,환경관리과,소음,가온동,국민신문고,50대,보류,,,,N,010-9438-8822,야간 공사 소음
C00051,2025-09-08,환경관리과,공원 관리,마루동,앱,30대,보류,,,,N,010-8463-5083,시설물 파손
C00370,2026.03.18,청소행정과,쓰레기 무단투기,라온동,국민신문고,60대 이상,완료,2026.03.24,6,5,N,010-4469-5272,상습 투기 지점 방치
C00477,2026-04-17,건축과,건축 인허가,나래동,국민신문고,40대,완료,2026-05-04,17,,Y,010-4889-1932,허가 처리 지연 문의
C00537,2026/05/05,도로교통과,불법주정차,바다동,앱,50대,완료,2026/05/15,10,3,N,010-5364-4553,이면도로 상시 주차
C00758,2026-08-30,,악취,바다동,전화,30대,완료,2026-09-03,4,5,N,010-3988-9582,음식물 쓰레기 악취
C00688,2026-07-02,도로교통과,불법주정차,나래동,국민신문고,60대 이상,완료,2026-07-07,5,,N,010-4326-5565,이면도로 상시 주차
C00052,2025-09-02,도로교통과,가로등 고장,가온동,앱,50대,완료,2025-09-08,6,,N,010-8471-8987,야간 점등 불량
C00696,2026-08-13,도로교통과,도로파손,나래동,국민신문고,60대 이상,완료,2026-08-19,6,,Y,010-2475-2640,포트홀 발생
C00213,2025-12-10,도로교통과,도로파손,바다동,방문,60대 이상,완료,2025-12-17,,4,N,010-7962-2945,포트홀 발생
C00435,2026-04-04,도로교통과,불법주정차,라온동,방문,30대,완료,2026-04-10,6,5,N,010-8408-5074,이면도로 상시 주차
C00255,2026-01-21,환경관리과,소음,마루동,앱,50대,완료,2026-01-30,,4,N,010-6200-4371,야간 공사 소음
C96623,2026-04-17,건축과,건축 인허가,나래동,국민신문고,40대,완료,2026-05-04,17,,Y,010-4889-1932,허가 처리 지연 문의
C00237,2025.12.07,도로교통과,불법주정차,마루동,앱,60대 이상,완료,2025.12.18,11,,N,010-5476-8725,이면도로 상시 주차
C00463,2026-04-21,건축과,건축 인허가,바다동,국민신문고,40대,완료,2026-05-06,15,3,N,010-9305-2261,허가 처리 지연 문의
C00107,2025-10-29,주민생활지원과,기타,가온동,국민신문고,40대,완 료,2025-11-16,18,,N,010-8426-6522,기타 건의
C00434,2026년 04월 22일,도로교통과,불법주정차,다솜동,국민신문고,60대 이상,보류,,,,N,010-6328-1570,이면도로 상시 주차
C00380,2026-03-26,도로교통과,가로등 고장,새벽동,앱,40대,완료,2026-03-31,5,5,N,010-3119-1679,야간 점등 불량
C00101,2025-10-06,환경관리과,악취,바다동,홈페이지,60대 이상,완료,2025-10-18,12,,N,010-6695-1377,음식물 쓰레기 악취
C00355,2026/02/18,환경관리과,소음,마루동,홈페이지,20대 이하,완료,2026/02/25,7,,N,010-5391-9321,야간 공사 소음
C00315,2026년 02월 15일,청소행정과,쓰레기 무단투기,바다동,국민신문고,60대 이상,완료,2026년 02월 23일,8,5,N,010-8192-3520,상습 투기 지점 방치
C00611,2026-06-09,도로교통과,가로등 고장,바다동,국민신문고,50대,완료,2026-06-15,6,3,Y,010-9390-4603,야간 점등 불량
C00342,2026.02.18,도로교통과,가로등 고장,새벽동,국민신문고,30대,완료,2026.02.22,4,4,N,010-7109-8032,야간 점등 불량
C00632,2026-07-16,청소행정과,쓰레기 무단투기,라온동,국민신문고,60대 이상,완료,2026-07-29,13,,N,010-7526-1700,상습 투기 지점 방치
C00443,2026-04-06,청소행정과,쓰레기 무단투기,가온동,국민신문고,40대,처리중,,,,N,010-7725-5962,상습 투기 지점 방치
C00020,2025.09.22,도로교통과,불법주정차,다솜동,홈페이지,40대,완료,2025.09.29,7,4,N,010-4059-8767,이면도로 상시 주차
C00542,2026-05-08,도로교통과,불법주정차,나래동,홈페이지,60대 이상,완료,2026-05-19,11,5,N,010-2722-2920,이면도로 상시 주차
C00338,2026-02-21,환경관리과,소음,새벽동,방문,20대 이하,완료,2026-02-26,5,4,N,010-5643-7709,야간 공사 소음
C00086,2025-10-25,청소행정과,쓰레기 무단투기,바다동,방문,50대,완료,2025-10-31,6,5,N,010-5463-3040,상습 투기 지점 방치
C00514,2026-05-09,청소행정과,쓰레기 무단투기,가온동,앱,30대,완료,2026-05-20,11,,N,010-2402-1817,상습 투기 지점 방치
C00121,2025-10-24,환경관리과, 악취 ,나래동,국민신문고,50대,완료,2025-10-29,5,,N,010-2646-1135,음식물 쓰레기 악취
C00439,2026/04/22,주민생활지원과,기타,다솜동,국민신문고,30대,완 료,2025-08-15,4,5,N,010-6161-4945,기타 건의
C00142,2025-11-07,청소행정과,쓰레기 무단투기,가온동,홈페이지,40대,완료,2025-11-15,8,,N,010-5042-2694,상습 투기 지점 방치
C00748,2026.08.26,청소행정과,쓰레기 무단투기,가온동,전화,50대,완료,2026.09.13,,3,N,010-2785-9646,상습 투기 지점 방치
C00718,2026-08-16,건축과,건축 인허가,다솜동,앱,60대 이상,완료,2026-08-28,12,,N,010-6636-8185,허가 처리 지연 문의
C00698,2026/08/05,도로교통과,도로파손,마루동,방문,40대,완료,2026/08/14,9,,Y,010-4657-2620,포트홀 발생
C00420,2026년 03월 09일,도로교통과,가로등 고장,가온동,전화,50대,완료,2026년 03월 28일,19,,N,010-5841-8468,야간 점등 불량
C00056,2025년 09월 06일,환경관리과,소음,바다동,국민신문고,20대 이하,완료,2025년 09월 16일,10,,N,010-3203-1915,야간 공사 소음
C00412,2026.03.17,주민생활지원과,기타,나래동,앱,40대,완료,2026.03.22,5,4,N,010-3762-3027,기타 건의
C00253,2026-01-16,도로교통과,가로등 고장,나래동,앱,30대,완료,2026-01-20,4,4,N,010-3199-4200,야간 점등 불량
C00276,2026-01-03,복지정책과,복지 상담,라온동,앱,40대,완료,2026-01-05,2,,Y,010-8082-5067,지원금 신청 문의
C00239,2025-12-04,도로교통과,도로파손,새벽동,방문,40대,완료,2025-12-12,8,5,N,010-9815-1091,포트홀 발생
C00292,2026/01/27,청소행정과,쓰레기 무단투기,가온동,전화,50대,완료,2026/02/11,15,4,N,010-8727-4639,상습 투기 지점 방치
C00701,2026-08-01,환경관리과,공원 관리,라온동,앱,20대 이하,보류,,,,N,010-2118-5294,시설물 파손
C00373,2026-03-07,청소행정과,쓰레기 무단투기,라온동,전화,60대 이상,완료,2026-03-12,5,3,N,010-8522-4577,상습 투기 지점 방치
C00312,2026-02-06,,쓰레기 무단투기,라온동,앱,50대,완료,2026-02-12,6,,Y,010-6840-5163,상습 투기 지점 방치
C00551,2026/05/02,건축과,건축 인허가,나래동,국민신문고,40대,완료,2026/05/31,29,2,N,010-4598-4091,허가 처리 지연 문의
C00148,2025-11-15,청소행정과,쓰레기 무단투기,다솜동,전화,20대 이하,완료,2025-11-21,6,4,N,010-2665-8215,상습 투기 지점 방치
C00281,2026-01-31,건축과,건축 인허가,마루동,앱,60대 이상,완료,2026-02-13,13,4,N,010-2311-3459,허가 처리 지연 문의
C00140,2025년 11월 16일,도로교통과,가로등 고장,라온동,전화,30대,완료,2025년 11월 23일,7,,N,010-4740-5609,야간 점등 불량
C00567,2026년 06월 19일,환경관리과,악취,마루동,앱,20대 이하,완료,2026년 06월 25일,6,3,N,010-3359-4941,음식물 쓰레기 악취
C00385,2026년 03월 16일,도로교통과,도로파손,새벽동,국민신문고,20대 이하,완료,2026년 03월 23일,7,3,N,010-6564-2249,포트홀 발생
C00552,2026.05.27,복지정책과, 복지 상담 ,새벽동,전화,40대,완료,2026.06.05,9,,N,010-7965-8213,지원금 신청 문의
C00472,2026-04-16,환경관리과,소음,라온동,전화,40대,완료,2026-04-24,8,,N,010-8528-9547,야간 공사 소음
C00527,2026-05-22,도로교통과,도로파손,다솜동,앱,20대 이하,완료,2026-06-01,10,,N,010-3294-9982,포트홀 발생
C00317,2026-02-27,환경관리과,소음,라온동,전화,40대,완료,2026-03-04,5,4,N,010-8103-7260,야간 공사 소음
C00388,2026-03-05,주민생활지원과,기타,가온동,국민신문고,60대 이상,완료,2026-03-17,12,4,Y,010-3620-4072,기타 건의
C00083,2025.10.26,복지정책과,복지 상담,새벽동,앱,40대,완료,2025.11.01,6,5,N,010-8760-8966,지원금 신청 문의
C00366,2026-02-04,도로교통과,가로등 고장,마루동,앱,50대,완료,2026-02-11,7,,N,010-6591-3767,야간 점등 불량
C00287,2026년 01월 14일,건축과,건축 인허가,가온동,전화,60대 이상,완료,2026년 01월 31일,17,3,N,010-4412-3329,허가 처리 지연 문의
C00715,2026-08-28,복지정책과,복지 상담,다솜동,홈페이지,60대 이상,완료,2026-09-03,6,,N,010-2519-1626,지원금 신청 문의
C00361,2026-02-02,환경관리과,소음,나래동,방문,40대,완료,2026-02-12,10,4,N,010-4750-6784,야간 공사 소음
C00430,2026-03-31,건축과,건축 인허가,새벽동,홈페이지,40대,완료,2026-04-18,18,,N,010-4457-7022,허가 처리 지연 문의
C00763,2026년 08월 15일,복지정책과,복지 상담,라온동,국민 신문고,60대 이상,완료,2026년 08월 16일,1,4,N,010-8334-6007,지원금 신청 문의
C00437,2026-04-19,도로교통과,불법주정차,나래동,국민신문고,50대,처리중,,,,N,010-8965-9219,이면도로 상시 주차
C00458,2026-04-21,건축과,건축 인허가,가온동,앱,50대,완료,2026-05-15,24,,N,010-6784-7600,허가 처리 지연 문의
C00690,2026-07-03,청소행정과,쓰레기 무단투기,다솜동,전화,40대,완료,2026-07-10,7,,Y,010-4383-8741,상습 투기 지점 방치
C00650,2026.07.02,환경관리과,악취,라온동,국민신문고,20대 이하,완료,2026.07.10,8,,N,010-7550-5356,음식물 쓰레기 악취
C00249,2026-01-11,복지정책과,복지 상담,나래동,홈페이지,20대 이하,완료,2026-01-19,8,,N,010-8772-8050,지원금 신청 문의
C00135,2025-11-11,도로교통과,불법주정차,라온동,국민신문고,40대,완료,2025-11-13,2,5,N,010-7297-9740,이면도로 상시 주차
C00049,2025년 09월 25일,도로교통과,도로파손,마루동,전화,60대 이상,완료,2025년 10월 01일,6,5,N,010-3994-4177,포트홀 발생
C00699,2026.08.26,복지정책과,복지 상담,마루동,국민신문고,50대,완료,2026.08.30,,,N,010-4704-2876,지원금 신청 문의
C00181,2025.11.17,환경관리과,소음,새벽동,방문,30대,완료,2025.11.23,6,,N,010-2831-2789,야간 공사 소음
C00562,2026-05-07,도로교통과,도로파손,다솜동,홈페이지,60대 이상,완료,2026-05-17,10,,N,010-6397-7736,포트홀 발생
C00187,2025/12/13,도로교통과,도로파손,바다동,전화,40대,완료,2025/12/19,6,5,N,010-3453-3463,포트홀 발생
C00306,2026/02/12,도로교통과,불법주정차,나래동,국민신문고,60대 이상,완료,2026/02/18,6,,N,010-2986-6585,이면도로 상시 주차
C00483,2026년 04월 16일,주민생활지원과,기타,마루동,국민신문고,60대 이상,완료,2026년 04월 19일,3,,Y,010-2273-7220,기타 건의
C00246,2026-01-28,환경관리과,소음,라온동,홈페이지,60대 이상,완료,2026-02-03,6,,N,010-7270-9551,야간 공사 소음
C00764,2026-08-21,도로교통과,도로파손,마루동,홈페이지,60대 이상,완료,2026-08-29,8,5,N,010-3196-3999,포트홀 발생
C00260,2026-01-04,환경관리과,공원 관리,가온동,전화,30대,보류,,,,N,010-7536-9604,시설물 파손
C00040,2025/09/22,도로교통과,불법주정차,다솜동,앱,20대 이하,완료,2025/09/27,5,4,N,010-5356-2381,이면도로 상시 주차
C00112,2025년 10월 05일,주민생활지원과,기타,바다동,전화,40대,완료,2025년 10월 12일,7,5,N,010-2962-9630,기타 건의
C00013,2025.09.13,청소행정과,쓰레기 무단투기,바다동,국민신문고,50대,완료,2025.09.18,5,4,N,010-9006-7267,상습 투기 지점 방치
C00360,2026-02-26,도로교통과,도로파손,나래동,방문,60대 이상,완료,2026-03-02,4,4,N,010-8177-8301,포트홀 발생
C00341,2026/02/09,환경관리과,공원 관리,바다동,국민신문고,50대,완료,2026/02/15,6,,N,010-8696-1809,시설물 파손
C00357,2026년 02월 08일,환경관리과,악취,바다동,앱,30대,완료,2026년 02월 17일,9,5,N,010-4808-8631,음식물 쓰레기 악취
C00362,2026/02/10,청소행정과,쓰레기 무단투기,마루동,홈페이지,20대 이하,처리중,,,,N,010-6397-2747,상습 투기 지점 방치
C00313,2026/02/02,환경관리과,소음,바다동,전화,20대 이하,완료,2026/02/08,6,,N,010-8215-9818,야간 공사 소음
C00301,2026년 01월 20일,건축과,건축 인허가,다솜동,국민신문고,40대,완료,2026년 01월 29일,9,,Y,010-6504-9425,허가 처리 지연 문의
C00024,2025-09-25,도로교통과,불법주정차,바다동,홈페이지,50대,완료,2025-10-04,9,,N,010-6314-8847,이면도로 상시 주차
C00631,2026-07-27,건축과,건축 인허가,바다동,국민신문고,50대,처리중,,,,N,010-7143-8072,허가 처리 지연 문의
C00538,2026.05.14,환경관리과,소음,새벽동,국민신문고,40대,완료,2026.05.15,1,5,N,010-4028-7203,야간 공사 소음
C00659,2026-07-03,환경관리과,소음,가온동,앱,40대,처리중,,,,N,010-6507-1944,야간 공사 소음
C00652,2026-07-14,도로교통과,불법주정차,가온동,국민신문고,40대,완료,2026-07-31,17,3,N,010-9639-4837,이면도로 상시 주차
C00702,2026-08-04,환경관리과,악취,마루동,전화,60대 이상,완료,2026-08-07,3,3,N,010-4732-8910,음식물 쓰레기 악취
C00344,2026-02-08,청소행정과,쓰레기 무단투기,가온동,국민신문고,50대,완료,2026-02-15,7,5,Y,010-4927-2590,상습 투기 지점 방치
C00695,2026-08-25,복지정책과,복지 상담,새벽동,전화,30대,완료,2026-08-27,2,,N,010-5950-2197,지원금 신청 문의
C00133,2025년 11월 22일,도로교통과,불법주정차,바다동,홈페이지,30대,완료,2025년 12월 03일,11,,N,010-9229-4229,이면도로 상시 주차
C00326,2026-02-22,건축과,건축 인허가,나래동,전화,40대,완료,2026-03-07,13,,N,010-4853-6915,허가 처리 지연 문의
C00505,2026-05-16,도로교통과,도로파손,,전화,60대 이상,완료,2026-05-24,8,3,Y,010-4604-4422,포트홀 발생
C00648,2026-07-15,청소행정과,쓰레기 무단투기,나래동,국민신문고,40대,완료,2026-07-19,4,4,Y,010-2011-6473,상습 투기 지점 방치
C00563,2026-05-08,청소행정과,쓰레기 무단투기,가온동,국민신문고,50대,보류,,,,N,010-9436-8013,상습 투기 지점 방치
C00628,2026/06/08,도로교통과,도로파손,새벽동,전화,50대,완료,2026/06/19,11,4,N,010-2631-1056,포트홀 발생
C00559,2026.05.18,도로교통과,도로파손,바다동,국민신문고,50대,완료,2026.05.21,3,5,N,010-5768-9681,포트홀 발생
C00720,2026.08.24,도로교통과,불법주정차,바다동,전화,40대,완료,2026.08.29,5,3,Y,010-5881-6947,이면도로 상시 주차
C00109,2025-10-04,환경관리과, 소음 ,라온동,방문,20대 이하,완료,2025-10-14,,4,N,010-7809-5615,야간 공사 소음
C00075,2025/10/14,도로교통과,불법주정차,다솜동,앱,40대,완료,2025/10/20,6,4,N,010-2507-1379,이면도로 상시 주차
C00496,2026.04.26,환경관리과,소음,마루동,국민신문고,40대,완 료,2026.04.28,2,,N,010-3614-2857,야간 공사 소음
C00473,2026-04-22,청소행정과,쓰레기 무단투기,가온동,앱,60대 이상,완료,2026-05-03,11,3,N,010-9867-4403,상습 투기 지점 방치
C00404,2026/03/24,도로교통과,도로파손,마루동,전화,50대,완료,2026/03/28,4,,Y,010-9147-5797,포트홀 발생
C00235,2025-12-28,도로교통과,도로파손,바다동,홈페이지,30대,완료,2026-01-04,7,4,Y,010-5950-8344,포트홀 발생
C00084,2025년 10월 22일,도로교통과, 불법주정차 ,새벽동,전화,40대,완료,2025년 10월 25일,3,,N,010-8185-3185,이면도로 상시 주차
C00428,2026-03-23,청소행정과,쓰레기 무단투기,새벽동,국민신문고,30대,완료,2026-03-30,7,4,N,010-8733-2342,상습 투기 지점 방치
C00489,2026.04.09,복지정책과,복지 상담,,앱,50대,완료,2026.04.29,20,2,N,010-3309-8353,지원금 신청 문의
C00214,2025-12-16,복지정책과,복지 상담,새벽동,국민신문고,50대,완료,2025-12-19,3,4,N,010-6295-1961,지원금 신청 문의
C00364,2026년 02월 23일,도로교통과,불법주정차,나래동,국민신문고,40대,완료,2026년 02월 27일,4,,N,010-8614-9911,이면도로 상시 주차
C00201,2025/12/24,도로교통과,도로파손,나래동,앱,60대 이상,완료,2026/01/01,8,3,N,010-9036-6668,포트홀 발생
C00517,2026.05.07,도로교통과,가로등 고장,바다동,국민신문고,40대,보류,,,,N,010-3429-6945,야간 점등 불량
C00231,2025년 12월 17일,환경관리과,소음,나래동,국민신문고,50대,완료,2025년 12월 21일,,4,N,010-8636-9721,야간 공사 소음
C00649,2026/07/20,청소행정과,쓰레기 무단투기,가온동,앱,60대 이상,완료,2026/08/07,18,,N,010-2718-5432,상습 투기 지점 방치
C00441,2026년 04월 13일,청소행정과,쓰레기 무단투기,다솜동,앱,40대,완료,2026년 04월 18일,5,5,Y,010-5165-1360,상습 투기 지점 방치
C00716,2026-08-27,청소행정과,쓰레기 무단투기,나래동,홈페이지,50대,완료,2026-09-03,7,,N,010-7758-9695,상습 투기 지점 방치
C00363,2026.02.28,건축과,건축 인허가,새벽동,앱,60대 이상,완료,2026.03.14,14,2,Y,010-5520-6224,허가 처리 지연 문의
C00309,2026-02-20,청소행정과,쓰레기 무단투기,라온동,앱,50대,완료,2026-02-25,5,,Y,010-6215-9792,상습 투기 지점 방치
C00501,2026-05-29,도로교통과,불법주정차,나래동,홈페이지,40대,완료,2026-06-01,3,,N,010-5506-7704,이면도로 상시 주차
C00176,2025-11-09,환경관리과,소음,다솜동,전화,30대,완료,2025-11-15,6,4,N,010-9386-5573,야간 공사 소음
C00077,2025년 10월 16일,청소행정과,쓰레기 무단투기,새벽동,앱,30대,완료,2025년 10월 21일,5,5,N,010-5159-9163,상습 투기 지점 방치
C00549,2026-05-10,도로교통과,불법주정차,새벽동,전화,60대 이상,완료,2026-05-17,7,,N,010-4308-3062,이면도로 상시 주차
C00293,2026.01.17,복지정책과,복지 상담,라온동,홈페이지,50대,처리중,,,,N,010-9912-6717,지원금 신청 문의
C00339,2026-02-02,환경관리과,소음,가온동,국민신문고,40대,완료,2026-02-14,12,,N,010-5464-9824,야간 공사 소음
C00137,2025-11-11,도로교통과,불법주정차,새벽동,전화,60대 이상,보류,,,,N,010-8231-4829,이면도로 상시 주차
C00553,2026년 05월 21일,환경관리과,소음,가온동,국민신문고,30대,완료,2026년 05월 22일,1,5,N,010-5936-7436,야간 공사 소음
C00676,2026-07-19,건축과,건축 인허가,바다동,국민신문고,60대 이상,완 료,2026-08-01,13,,Y,010-8399-7271,허가 처리 지연 문의
C00274,2026-01-10,도로교통과,불법주정차,다솜동,국민신문고,30대,완료,2026-01-20,10,,N,010-5438-9677,이면도로 상시 주차
C00321,2026.02.20,도로교통과,도로파손,바다동,방문,30대,처리중,,,,N,010-8342-6045,포트홀 발생
C00533,2026-05-01,환경관리과,악취,바다동,국민신문고,40대,완료,2026-05-14,13,3,N,010-5389-5578,음식물 쓰레기 악취
C00202,2025.12.31,환경관리과,공원 관리,새벽동,앱,50대,완료,2026.01.07,7,,Y,010-8704-6356,시설물 파손
C00531,2026.05.10,도로교통과,도로파손,새벽동,전화,30대,완료,2026.05.12,2,5,Y,010-5385-9844,포트홀 발생
C00456,2026-04-08,주민생활지원과,기타,나래동,국민신문고,40대,완료,2026-04-11,3,,N,010-7967-4892,기타 건의
C00026,2025/09/11,도로교통과,불법주정차,바다동,방문,30대,완료,2025/09/21,10,4,Y,010-6421-2780,이면도로 상시 주차
C00626,2026-06-02,청소행정과,쓰레기 무단투기,마루동,국민신문고,40대,완료,2026-06-11,9,3,N,010-8867-5974,상습 투기 지점 방치
C00612,2026-06-04,도로교통과,가로등 고장,바다동,홈페이지,30대,처리중,,,,N,010-2548-7652,야간 점등 불량
C00509,2026/05/30,도로교통과,도로파손,새벽동,홈페이지,60대 이상,완료,2026/06/06,7,4,N,010-7748-9692,포트홀 발생
C00587,2026.06.12,청소행정과,쓰레기 무단투기,가온동,국민신문고,40대,완료,2026.06.19,7,3,N,010-6843-2112,상습 투기 지점 방치
C00479,2026-04-12,환경관리과,악취,라온동,전화,40대,완료,2026-04-18,6,4,Y,010-6624-9669,음식물 쓰레기 악취
C00017,2025-09-02,환경관리과,소음,나래동,방문,60대 이상,보류,,,,N,010-3506-1529,야간 공사 소음
C00500,2026-05-06,건축과,건축 인허가,가온동,앱,40대,완료,2026-05-19,13,,N,010-8601-1902,허가 처리 지연 문의
C00744,2026-08-06,청소행정과,쓰레기 무단투기,바다동,국민신문고,30대,완료,2026-08-13,7,5,N,010-5535-2437,상습 투기 지점 방치
C00340,2026-02-20,환경관리과,소음,새벽동,홈페이지,30대,완료,2026-03-01,,,N,010-9649-1344,야간 공사 소음
C00365,2026-02-20,환경관리과,공원 관리,가온동,전화,60대 이상,완료,2026-02-27,7,,N,010-2966-5950,시설물 파손
C00008,2025-09-07,도로교통과,가로등 고장,마루동,앱,40대,완료,2025-09-13,6,,N,010-7686-1151,야간 점등 불량
C00165,2025-11-17,환경관리과,소음,마루동,방문,30대,완료,2025-11-18,1,5,N,010-8169-8083,야간 공사 소음
C00401,2026-03-03,복지정책과,복지 상담,,전화,60대 이상,완료,2026-03-08,5,4,N,010-2910-6323,지원금 신청 문의
C00288,2026-01-31,도로교통과,불법주정차,마루동,앱,50대,완료,2026-02-04,4,4,N,010-6705-6476,이면도로 상시 주차
C00494,2026-04-24,도로교통과,도로파손,가온동,전화,40대,완료,2026-05-05,11,4,N,010-9978-5099,포트홀 발생
C00082,2025/10/25,청소행정과,쓰레기 무단투기,나래동,홈페이지,60대 이상,완료,2025/11/01,7,4,N,010-5108-5616,상습 투기 지점 방치
C00270,2026-01-11,복지정책과,복지 상담,마루동,국민신문고,40대,완료,2026-01-18,999,,N,010-7679-2543,지원금 신청 문의
C00223,2025.12.15,도로교통과,불법주정차,라온동,국민신문고,30대,완료,2025.12.24,9,3,N,010-3550-1304,이면도로 상시 주차
C00097,2025.10.13,청소행정과,쓰레기 무단투기,바다동,국민신문고,40대,완료,2025.10.18,,,N,010-7086-3055,상습 투기 지점 방치
C00700,2026년 08월 27일,청소행정과,쓰레기 무단투기,가온동,방문,30대,완료,2026년 09월 11일,15,4,N,010-7021-7391,상습 투기 지점 방치
C00397,2026/03/23,주민생활지원과,기타,새벽동,국민신문고,40대,처리중,,,,N,010-2662-1832,기타 건의
C00003,2025-09-07,청소행정과,쓰레기 무단투기,새벽동,전화,40대,완 료,2025-09-09,2,5,N,010-3979-6176,상습 투기 지점 방치
C00127,2025-11-11,청소행정과,쓰레기 무단투기,라온동,방문,30대,완료,2025-11-21,10,,N,010-3906-6734,상습 투기 지점 방치
C00113,2025-10-03,환경관리과,공원 관리,가온동,국민신문고,30대,완료,2025-10-16,13,,Y,010-8544-8193,시설물 파손
